variable_value,objective_value,objective_value_ci95,task_cost,task_cost_ci95,expected_completion_rate,expected_completion_rate_ci95,runtime_seconds,runtime_seconds_ci95
0.05,13.030268396713506,0.9010362580184162,38.04996089430076,2.0187774433789762,0.34921795235719627,0.01650771648028393,0.005884509086608886,0.0005133860786180576
0.1,8.991160616878947,0.7960516219493565,31.09082928430282,2.630144266569751,0.2616915628881399,0.019969097125255537,0.004153003692626953,0.0003707178044041516
0.15,7.242944349778856,0.7288776611466564,26.60671742496424,2.8448367517914,0.2174994225324019,0.019965401664151606,0.0034504270553588866,0.00034761877621780786
0.2,5.90347176872869,0.5921449210364782,21.94936701619144,2.8314073862513114,0.17840402676551606,0.018008370854548254,0.0029455065727233888,0.00032415498411336626
0.25,5.112181999209056,0.6133746038708463,17.847685389488387,2.5380111928756195,0.14952125165793675,0.017310082190169794,0.002431800365447998,0.00031408574805236357
